Date,S&P Compound,Dividends,Earnings,CPI,Date Fraction,Long_interest_rate,Real price,Real Dividend,Real_total_return_price,Real earnings,Real scaled earnings,CAPE,,TR CAPE,,Excess CAPE yield,Montlhy total bond returns,Real total bond returns,10 year annualized stock real return,10 year annualized bond real return,real 10 year excess annualized returns
1948.09,15.76,0.87,2.07,24.50,1948.71,2.35,196.92,10.87," 11,931.18 ",25.86," 1,567.10 ",10.55,,13.58,,12.80%,1.00,10.73,16.17%,-0.09%,16.25%
1948.1,16.19,0.89,2.14,24.40,1948.79,2.34,203.12,11.17," 12,363.32 ",26.89," 1,636.73 ",10.83,,13.93,,12.61%,1.00,10.81,16.25%,-0.16%,16.41%
1948.11,15.29,0.91,2.22,24.20,1948.87,2.33,193.42,11.51," 11,830.93 ",28.04," 1,715.19 ",10.25,,13.19,,13.05%,1.00,10.93,17.10%,-0.23%,17.33%
1948.12,15.19,0.93,2.29,24.10,1948.96,2.32,192.95,11.81," 11,862.54 ",29.09," 1,788.36 ",10.16,,13.07,,13.10%,1.00,11.00,17.36%,-0.33%,17.69%
1949.01,15.36,0.95,2.32,24.00,1949.04,2.31,195.92,12.08," 12,107.15 ",29.59," 1,828.68 ",10.25,,13.19,,12.99%,1.00,11.08,17.57%,-0.53%,18.10%
1949.02,14.77,0.96,2.35,23.80,1949.12,2.31,189.98,12.39," 11,803.73 ",30.23," 1,878.05 ",9.87,,12.71,,13.34%,1.00,11.20,17.76%,-0.52%,18.28%
1949.03,14.91,0.98,2.38,23.80,1949.21,2.31,191.78,12.61," 11,980.88 ",30.61," 1,912.44 ",9.90,,12.74,,13.31%,1.00,11.22,17.91%,-0.53%,18.44%
1949.04,14.89,0.99,2.39,23.90,1949.29,2.31,190.72,12.72," 11,980.99 ",30.57," 1,920.39 ",9.78,,12.59,,13.55%,1.00,11.19,18.10%,-0.61%,18.71%
1949.05,14.78,1.01,2.39,23.80,1949.37,2.31,190.11,12.95," 12,010.23 ",30.78," 1,944.82 ",9.69,,12.48,,13.61%,1.00,11.26,18.28%,-0.79%,19.07%
1949.06,13.97,1.02,2.40,23.90,1949.46,2.31,178.94,13.06," 11,373.31 ",30.74," 1,953.90 ",9.07,,11.68,,14.36%,1.00,11.23,18.81%,-0.79%,19.60%
1949.07,14.76,1.03,2.40,23.70,1949.54,2.32,190.65,13.26," 12,188.11 ",30.96," 1,979.06 ",9.61,,12.38,,13.65%,1.00,11.35,18.44%,-0.94%,19.38%
1949.08,15.29,1.03,2.39,23.80,1949.62,2.32,196.67,13.29," 12,643.52 ",30.78," 1,979.08 ",9.85,,12.69,,13.44%,1.00,11.32,17.97%,-0.90%,18.87%
1949.09,15.49,1.04,2.39,23.90,1949.71,2.32,198.41,13.32," 12,826.67 ",30.61," 1,979.07 ",9.88,,12.74,,13.22%,1.00,11.29,17.32%,-1.07%,18.39%
1949.1,15.89,1.07,2.37,23.70,1949.79,2.32,205.25,13.86," 13,343.63 ",30.57," 1,987.41 ",10.17,,13.10,,12.92%,1.00,11.41,16.83%,-1.05%,17.88%
1949.11,16.11,1.11,2.34,23.80,1949.87,2.32,207.21,14.23," 13,548.65 ",30.14," 1,970.76 ",10.22,,13.17,,12.92%,1.00,11.38,16.73%,-0.99%,17.72%
1949.12,16.54,1.14,2.32,23.60,1949.96,2.32,214.55,14.79," 14,108.74 ",30.09," 1,978.98 ",10.53,,13.57,,12.54%,1.00,11.50,16.66%,-1.18%,17.84%
1950.01,16.88,1.15,2.34,23.50,1950.04,2.32,219.89,14.98," 14,542.13 ",30.44," 2,013.04 ",10.75,,13.85,,12.38%,1.00,11.57,16.17%,-1.19%,17.36%
1950.02,17.21,1.16,2.35,23.50,1950.12,2.34,224.19,15.11," 14,909.70 ",30.66," 2,038.78 ",10.91,,14.06,,12.14%,1.00,11.57,15.42%,-1.01%,16.43%
1950.03,17.35,1.17,2.37,23.60,1950.21,2.36,225.06,15.18," 15,051.41 ",30.74," 2,056.01 ",10.91,,14.06,,12.16%,1.00,11.53,15.19%,-0.74%,15.93%
1950.04,17.84,1.18,2.43,23.60,1950.29,2.38,231.41,15.31," 15,561.79 ",31.48," 2,116.78 ",11.18,,14.39,,11.92%,1.00,11.53,14.94%,-0.76%,15.71%
1950.05,18.44,1.19,2.48,23.70,1950.37,2.40,238.19,15.37," 16,103.44 ",32.08," 2,168.66 ",11.46,,14.75,,11.73%,1.00,11.48,14.48%,-0.74%,15.22%
1950.06,18.74,1.20,2.54,23.80,1950.46,2.42,241.04,15.44," 16,383.63 ",32.67," 2,220.62 ",11.55,,14.86,,11.61%,1.00,11.43,14.69%,-0.54%,15.23%
1950.07,17.38,1.24,2.60,24.10,1950.54,2.45,220.77,15.79," 15,094.94 ",33.03," 2,258.16 ",10.54,,13.55,,12.62%,1.00,11.29,15.38%,-0.18%,15.56%
1950.08,18.43,1.29,2.66,24.30,1950.62,2.47,232.18,16.21," 15,967.51 ",33.51," 2,304.59 ",11.04,,14.19,,12.26%,1.00,11.20,14.90%,0.01%,14.89%
1950.09,19.08,1.33,2.72,24.40,1950.71,2.49,239.38,16.69," 16,558.54 ",34.13," 2,360.55 ",11.34,,14.56,,12.05%,1.00,11.16,14.17%,0.08%,14.09%
1950.1,19.87,1.38,2.76,24.60,1950.79,2.51,247.27,17.13," 17,202.70 ",34.35," 2,389.50 ",11.66,,14.97,,11.87%,1.00,11.07,13.47%,0.05%,13.41%
1950.11,19.83,1.42,2.80,24.70,1950.87,2.53,245.77,17.64," 17,200.84 ",34.70," 2,428.76 ",11.54,,14.81,,11.98%,1.00,11.03,13.86%,0.09%,13.77%
1950.12,19.75,1.47,2.84,25.00,1950.96,2.55,241.84,18.00," 17,030.85 ",34.78," 2,448.99 ",11.31,,14.51,,12.19%,1.00,10.90,14.28%,0.31%,13.97%
1951.01,21.21,1.49,2.84,25.40,1951.04,2.57,255.63,17.92," 18,106.96 ",34.19," 2,421.66 ",11.90,,15.26,,11.90%,1.00,10.73,14.18%,0.50%,13.68%
1951.02,22.00,1.50,2.83,25.70,1951.12,2.58,262.05,17.91," 18,667.84 ",33.75," 2,404.19 ",12.14,,15.57,,11.84%,1.00,10.62,14.32%,0.69%,13.63%
1951.03,21.63,1.52,2.83,25.80,1951.21,2.59,256.65,18.04," 18,389.81 ",33.58," 2,406.06 ",11.84,,15.18,,12.01%,1.00,10.59,14.88%,0.78%,14.10%
1951.04,21.92,1.53,2.79,25.80,1951.29,2.60,260.09,18.19," 18,745.00 ",33.14," 2,388.73 ",11.95,,15.31,,11.85%,1.00,10.61,14.99%,0.76%,14.23%
1951.05,21.93,1.55,2.76,25.90,1951.37,2.61,259.20,18.28," 18,790.94 ",32.58," 2,362.08 ",11.86,,15.20,,11.87%,1.00,10.58,15.10%,0.88%,14.23%
1951.06,21.55,1.56,2.72,25.90,1951.46,2.62,254.71,18.44," 18,576.73 ",32.15," 2,344.72 ",11.62,,14.88,,11.82%,1.00,10.60,15.11%,0.75%,14.36%
1951.07,21.93,1.55,2.65,25.90,1951.54,2.63,259.20,18.28," 19,015.41 ",31.32," 2,297.80 ",11.78,,15.09,,11.69%,1.00,10.61,14.76%,0.67%,14.09%
1951.08,22.89,1.53,2.58,25.90,1951.62,2.63,270.55,18.12," 19,958.61 ",30.49," 2,249.59 ",12.26,,15.70,,11.21%,1.00,10.63,14.68%,0.63%,14.05%
1951.09,23.48,1.52,2.51,26.10,1951.71,2.64,275.40,17.83," 20,425.77 ",29.44," 2,183.50 ",12.44,,15.94,,11.02%,1.00,10.56,14.31%,0.74%,13.57%
1951.1,23.36,1.48,2.49,26.20,1951.79,2.65,272.94,17.33," 20,350.94 ",29.05," 2,166.36 ",12.31,,15.76,,11.00%,1.00,10.53,14.51%,0.85%,13.66%
1951.11,22.71,1.45,2.46,26.40,1951.87,2.66,263.34,16.78," 19,739.02 ",28.56," 2,141.07 ",11.85,,15.17,,11.31%,1.00,10.47,15.40%,0.92%,14.47%
1951.12,23.41,1.41,2.44,26.50,1951.96,2.67,270.43,16.29," 20,372.40 ",28.19," 2,123.39 ",12.15,,15.54,,11.07%,1.00,10.44,15.16%,0.88%,14.28%
1952.01,24.19,1.41,2.43,26.50,1952.04,2.68,279.44,16.33," 21,153.69 ",28.03," 2,122.08 ",12.53,,16.02,,10.68%,1.00,10.46,14.33%,0.89%,13.44%
1952.02,23.75,1.42,2.41,26.30,1952.12,2.69,276.45,16.49," 21,030.87 ",28.09," 2,137.03 ",12.36,,15.81,,10.62%,1.00,10.55,14.57%,0.83%,13.74%
1952.03,23.81,1.42,2.40,26.30,1952.21,2.71,277.14,16.53," 21,188.79 ",27.94," 2,135.79 ",12.36,,15.81,,10.48%,1.00,10.56,14.52%,0.94%,13.58%
1952.04,23.74,1.43,2.38,26.40,1952.29,2.72,275.28,16.58," 21,152.12 ",27.60," 2,120.56 ",12.24,,15.66,,10.52%,1.00,10.53,14.16%,1.04%,13.12%
1952.05,23.73,1.44,2.36,26.40,1952.37,2.73,275.17,16.70," 21,250.13 ",27.37," 2,113.37 ",12.20,,15.61,,10.41%,1.00,10.55,13.26%,1.04%,12.22%
1952.06,24.38,1.45,2.34,26.50,1952.46,2.74,281.64,16.75," 21,857.61 ",27.03," 2,097.90 ",12.45,,15.93,,10.27%,1.00,10.52,11.59%,1.07%,10.52%
1952.07,25.08,1.45,2.35,26.70,1952.54,2.76,287.55,16.62," 22,424.28 ",26.91," 2,098.18 ",12.67,,16.21,,10.13%,1.00,10.45,11.56%,1.05%,10.52%
1952.08,25.18,1.45,2.35,26.70,1952.62,2.77,288.70,16.62," 22,621.73 ",26.98," 2,114.23 ",12.68,,16.23,,10.05%,1.00,10.47,11.80%,1.09%,10.70%
1952.09,24.78,1.45,2.36,26.70,1952.71,2.78,284.11,16.62," 22,370.93 ",27.06," 2,130.56 ",12.43,,15.92,,10.19%,1.00,10.48,11.82%,1.08%,10.74%
1952.1,24.26,1.44,2.37,26.70,1952.79,2.79,278.15,16.47," 22,009.56 ",27.21," 2,153.17 ",12.13,,15.54,,10.26%,1.00,10.49,11.68%,1.14%,10.53%
1952.11,25.03,1.42,2.39,26.70,1952.87,2.81,286.98,16.32," 22,815.74 ",27.36," 2,175.54 ",12.47,,15.99,,9.95%,1.00,10.50,12.05%,1.17%,10.88%
1952.12,26.04,1.41,2.40,26.70,1952.96,2.82,298.56,16.17," 23,843.50 ",27.52," 2,197.56 ",12.93,,16.58,,9.59%,1.00,10.52,12.07%,1.24%,10.82%
1953.01,26.18,1.41,2.41,26.60,1953.04,2.83,301.29,16.23," 24,169.80 ",27.74," 2,224.95 ",13.01,,16.67,,9.50%,1.00,10.57,12.37%,1.25%,11.12%
1953.02,25.86,1.41,2.42,26.50,1953.12,2.80,298.73,16.29," 24,073.35 ",27.96," 2,252.80 ",12.86,,16.48,,9.58%,1.00,10.66,12.59%,1.12%,11.47%
1953.03,25.99,1.41,2.43,26.60,1953.21,2.77,299.11,16.23," 24,212.39 ",27.97," 2,263.80 ",12.83,,16.45,,9.48%,1.00,10.67,12.48%,1.10%,11.38%
1953.04,24.71,1.41,2.46,26.60,1953.29,2.83,284.38,16.27," 23,129.66 ",28.27," 2,299.55 ",12.16,,15.59,,9.73%,0.98,10.65,13.54%,1.13%,12.42%
1953.05,24.84,1.42,2.48,26.70,1953.37,3.05,284.80,16.24," 23,274.35 ",28.47," 2,326.81 ",12.14,,15.56,,9.50%,1.00,10.43,13.73%,1.40%,12.33%
1953.06,23.95,1.42,2.51,26.80,1953.46,3.11,273.57,16.22," 22,467.17 ",28.67," 2,354.60 ",11.62,,14.90,,9.85%,1.02,10.37,14.12%,1.41%,12.71%
1953.07,24.29,1.42,2.52,26.80,1953.54,2.93,277.46,16.22," 22,897.13 ",28.82," 2,378.63 ",11.75,,15.07,,9.99%,1.00,10.55,13.73%,1.21%,12.52%
1953.08,24.39,1.42,2.54,26.90,1953.62,2.95,277.56,16.16," 23,017.06 ",28.87," 2,393.88 ",11.72,,15.03,,10.10%,1.01,10.52,14.01%,1.29%,12.72%
1953.09,23.27,1.42,2.55,26.90,1953.71,2.87,264.82,16.16," 22,071.78 ",29.02," 2,418.69 ",11.14,,14.29,,10.56%,1.02,10.62,14.81%,1.16%,13.65%
1953.1,23.97,1.43,2.54,27.00,1953.79,2.66,271.77,16.21," 22,764.14 ",28.76," 2,409.06 ",11.39,,14.62,,10.61%,1.00,10.80,14.48%,0.97%,13.51%
1953.11,24.50,1.44,2.52,26.90,1953.87,2.68,278.82,16.39," 23,468.36 ",28.72," 2,417.08 ",11.64,,14.95,,10.36%,1.01,10.84,14.10%,0.95%,13.14%
1953.12,24.83,1.45,2.51,26.90,1953.96,2.59,282.57,16.50," 23,900.21 ",28.56," 2,416.01 ",11.75,,15.10,,10.37%,1.01,10.95,14.12%,0.85%,13.27%
1954.01,25.46,1.46,2.52,26.90,1954.04,2.48,289.74,16.58," 24,623.46 ",28.72," 2,440.42 ",12.00,,15.43,,10.30%,1.00,11.08,14.15%,0.73%,13.43%
1954.02,26.02,1.46,2.54,26.90,1954.12,2.47,296.11,16.65," 25,283.00 ",28.87," 2,464.82 ",12.22,,15.71,,10.17%,1.01,11.12,14.02%,0.75%,13.27%
1954.03,26.57,1.47,2.55,26.90,1954.21,2.37,302.37,16.73," 25,936.45 ",29.02," 2,489.20 ",12.42,,15.97,,10.13%,1.01,11.24,13.96%,0.62%,13.34%
1954.04,27.63,1.46,2.57,26.80,1954.29,2.29,315.61,16.72," 27,191.29 ",29.39," 2,532.47 ",12.91,,16.60,,9.81%,0.99,11.38,13.62%,0.52%,13.10%
1954.05,28.73,1.46,2.60,26.90,1954.37,2.37,326.95,16.58," 28,287.74 ",29.55," 2,556.70 ",13.31,,17.12,,9.54%,1.00,11.28,13.31%,0.67%,12.64%
1954.06,28.96,1.45,2.62,26.90,1954.46,2.38,329.57,16.50," 28,633.17 ",29.82," 2,590.43 ",13.36,,17.18,,9.44%,1.01,11.29,13.09%,0.68%,12.41%
1954.07,30.13,1.46,2.62,26.90,1954.54,2.30,342.89,16.58," 29,909.99 ",29.85," 2,604.17 ",13.83,,17.78,,9.20%,1.00,11.39,13.00%,0.58%,12.42%
1954.08,30.73,1.46,2.63,26.90,1954.62,2.36,349.71,16.65," 30,626.66 ",29.89," 2,617.84 ",14.04,,18.05,,9.04%,1.00,11.36,12.63%,0.68%,11.95%
1954.09,31.45,1.47,2.63,26.80,1954.71,2.38,359.24,16.79," 31,583.74 ",30.04," 2,641.18 ",14.36,,18.45,,8.82%,1.00,11.40,12.47%,0.64%,11.83%
1954.1,32.18,1.49,2.68,26.80,1954.79,2.43,367.58,17.06," 32,441.82 ",30.57," 2,698.45 ",14.62,,18.78,,8.65%,1.00,11.37,12.39%,0.70%,11.68%
1954.11,33.44,1.52,2.72,26.80,1954.87,2.48,381.97,17.32," 33,839.48 ",31.11," 2,755.86 ",15.12,,19.41,,8.37%,1.00,11.35,11.98%,0.76%,11.22%
1954.12,34.97,1.54,2.77,26.70,1954.96,2.51,400.95,17.66," 35,650.65 ",31.76," 2,823.92 ",15.79,,20.26,,7.96%,0.99,11.38,11.23%,0.74%,10.49%
1955.01,35.60,1.55,2.83,26.70,1955.04,2.61,408.17,17.73," 36,424.31 ",32.49," 2,898.94 ",15.99,,20.50,,7.78%,1.00,11.31,11.30%,0.83%,10.47%
1955.02,36.79,1.55,2.90,26.70,1955.12,2.65,421.81,17.81," 37,774.31 ",33.21," 2,974.17 ",16.44,,21.06,,7.57%,1.00,11.29,11.01%,0.87%,10.14%
1955.03,36.50,1.56,2.96,26.70,1955.21,2.68,418.49,17.89," 37,610.03 ",33.94," 3,050.02 ",16.22,,20.76,,7.62%,1.00,11.29,11.06%,0.87%,10.18%
1955.04,37.76,1.56,3.05,26.70,1955.29,2.75,432.94,17.92," 39,042.59 ",34.93," 3,150.16 ",16.69,,21.33,,7.38%,1.00,11.24,10.78%,0.92%,9.86%
1955.05,37.60,1.57,3.13,26.70,1955.37,2.76,431.10,17.96," 39,012.14 ",35.93," 3,251.01 ",16.52,,21.10,,7.37%,1.00,11.26,10.98%,0.94%,10.04%
1955.06,39.78,1.57,3.22,26.70,1955.46,2.78,456.10,18.00," 41,409.76 ",36.92," 3,351.92 ",17.37,,22.16,,6.94%,0.99,11.27,9.74%,0.90%,8.84%
1955.07,42.69,1.59,3.29,26.80,1955.54,2.90,487.63,18.12," 44,410.29 ",37.62," 3,426.04 ",18.45,,23.50,,6.52%,1.00,11.13,8.99%,1.06%,7.92%
1955.08,42.43,1.60,3.37,26.80,1955.62,2.97,484.66,18.31," 44,278.81 ",38.46," 3,513.37 ",18.22,,23.17,,6.52%,1.00,11.09,9.25%,1.10%,8.15%
1955.09,44.34,1.62,3.44,26.90,1955.71,2.97,504.60,18.44," 46,240.38 ",39.15," 3,587.44 ",18.84,,23.93,,6.38%,1.01,11.08,9.16%,1.11%,8.05%
1955.1,42.11,1.63,3.50,26.90,1955.79,2.88,479.22,18.51," 44,056.17 ",39.83," 3,661.76 ",17.77,,22.53,,6.79%,1.00,11.19,9.93%,0.96%,8.96%
1955.11,44.95,1.63,3.56,26.90,1955.87,2.89,511.54,18.59," 47,169.82 ",40.51," 3,735.81 ",18.84,,23.84,,6.46%,1.00,11.21,9.30%,0.90%,8.39%
1955.12,45.37,1.64,3.62,26.80,1955.96,2.96,518.25,18.73," 47,932.17 ",41.35," 3,824.43 ",18.94,,23.94,,6.26%,1.01,11.21,9.07%,0.77%,8.29%
1956.01,44.15,1.67,3.64,26.80,1956.04,2.90,504.31,19.08," 46,790.30 ",41.62," 3,861.21 ",18.29,,23.08,,6.51%,1.01,11.30,9.54%,0.74%,8.80%
1956.02,44.43,1.70,3.67,26.80,1956.12,2.84,507.51,19.42," 47,237.18 ",41.88," 3,898.34 ",18.27,,23.02,,6.64%,0.99,11.38,9.32%,0.47%,8.86%
1956.03,47.49,1.73,3.69,26.80,1956.21,2.96,542.46,19.76," 50,643.79 ",42.15," 3,935.05 ",19.37,,24.37,,6.09%,0.98,11.29,8.10%,0.52%,7.58%
1956.04,48.05,1.75,3.66,26.90,1956.29,3.18,546.82,19.95," 51,205.73 ",41.65," 3,900.37 ",19.37,,24.34,,5.85%,1.01,11.07,8.27%,0.80%,7.47%
1956.05,46.54,1.78,3.63,27.00,1956.37,3.07,527.67,20.14," 49,570.06 ",41.16," 3,866.34 ",18.54,,23.27,,6.18%,1.01,11.16,8.07%,0.73%,7.34%
1956.06,46.27,1.80,3.60,27.20,1956.46,3.00,520.75,20.26," 49,078.71 ",40.52," 3,818.53 ",18.16,,22.77,,6.33%,0.99,11.17,8.08%,0.71%,7.38%
1956.07,48.78,1.81,3.55,27.40,1956.54,3.11,545.00,20.26," 51,522.51 ",39.70," 3,753.11 ",18.86,,23.62,,5.50%,0.98,11.02,7.53%,0.69%,6.83%
1956.08,48.49,1.83,3.51,27.30,1956.62,3.33,543.74,20.48," 51,565.18 ",39.32," 3,729.06 ",18.67,,23.37,,5.08%,1.00,10.88,6.81%,0.64%,6.17%
1956.09,46.84,1.84,3.46,27.40,1956.71,3.38,523.32,20.56," 49,791.21 ",38.66," 3,678.00 ",17.84,,22.31,,5.22%,1.01,10.82,6.84%,0.77%,6.07%
1956.1,46.24,1.81,3.44,27.50,1956.79,3.34,514.74,20.11," 49,134.13 ",38.33," 3,658.85 ",17.42,,21.78,,5.23%,0.99,10.85,6.86%,0.86%,6.00%
1956.11,45.76,1.77,3.43,27.50,1956.87,3.49,509.40,19.74," 48,781.11 ",38.15," 3,652.90 ",17.12,,21.39,,4.94%,0.99,10.75,7.49%,0.88%,6.61%
1956.12,46.44,1.74,3.41,27.60,1956.96,3.59,515.09,19.30," 49,480.65 ",37.82," 3,633.27 ",17.20,,21.47,,4.75%,1.01,10.65,7.41%,1.27%,6.15%
1957.01,45.43,1.74,3.41,27.60,1957.04,3.46,503.89,19.26," 48,558.72 ",37.79," 3,641.28 ",16.72,,20.86,,5.05%,1.01,10.80,8.05%,1.37%,6.68%
1957.02,43.47,1.73,3.40,27.70,1957.12,3.34,480.41,19.16," 46,449.83 ",37.61," 3,636.63 ",15.84,,19.76,,5.54%,1.00,10.90,8.93%,1.28%,7.65%
1957.03,44.03,1.73,3.40,27.80,1957.21,3.41,484.85,19.05," 47,032.47 ",37.44," 3,631.85 ",15.90,,19.82,,5.29%,1.00,10.82,9.04%,1.43%,7.62%
1957.04,45.05,1.73,3.41,27.90,1957.29,3.48,494.30,18.98," 48,103.00 ",37.38," 3,637.54 ",16.12,,20.09,,5.17%,0.99,10.75,8.98%,1.46%,7.52%
1957.05,46.78,1.73,3.41,28.00,1957.37,3.60,511.45,18.91," 49,925.23 ",37.32," 3,642.82 ",16.60,,20.66,,4.91%,0.99,10.64,8.76%,1.37%,7.40%
1957.06,47.55,1.73,3.42,28.10,1957.46,3.80,518.02,18.85," 50,719.72 ",37.26," 3,647.98 ",16.73,,20.81,,4.65%,0.99,10.46,8.45%,1.42%,7.03%
1957.07,48.51,1.74,3.44,28.30,1957.54,3.93,524.74,18.82," 51,531.60 ",37.18," 3,650.73 ",16.87,,20.96,,4.46%,1.00,10.31,8.46%,1.47%,6.99%
1957.08,45.84,1.75,3.45,28.30,1957.62,3.93,495.86,18.93," 48,850.21 ",37.36," 3,680.10 ",15.87,,19.70,,4.69%,1.00,10.34,9.21%,1.35%,7.86%
1957.09,43.98,1.76,3.47,28.30,1957.71,3.92,475.74,19.04," 47,024.37 ",37.54," 3,710.20 ",15.16,,18.81,,4.77%,1.00,10.38,9.77%,1.31%,8.46%
1957.1,41.24,1.77,3.44,28.30,1957.79,3.97,446.10,19.15," 44,252.41 ",37.18," 3,687.70 ",14.15,,17.55,,5.19%,1.02,10.37,10.42%,1.19%,9.23%
1957.11,40.35,1.78,3.40,28.40,1957.87,3.72,434.94,19.19," 43,303.55 ",36.68," 3,652.45 ",13.74,,17.04,,5.65%,1.05,10.59,10.30%,0.80%,9.51%
1957.12,40.33,1.79,3.37,28.40,1957.96,3.21,434.72,19.29," 43,442.17 ",36.33," 3,630.06 ",13.67,,16.95,,6.06%,1.01,11.08,10.58%,0.40%,10.18%
1958.01,41.12,1.78,3.29,28.60,1958.04,3.09,440.14,19.09," 44,142.35 ",35.25," 3,535.39 ",13.79,,17.09,,6.06%,1.01,11.14,10.33%,0.46%,9.87%
1958.02,41.26,1.78,3.22,28.60,1958.12,3.05,441.64,19.02," 44,451.58 ",34.43," 3,465.49 ",13.78,,17.09,,6.19%,1.01,11.21,9.74%,0.39%,9.35%
1958.03,42.11,1.77,3.14,28.80,1958.21,2.98,447.61,18.81," 45,210.09 ",33.38," 3,371.16 ",13.93,,17.26,,6.30%,1.01,11.22,9.35%,0.26%,9.10%
1958.04,42.34,1.76,3.07,28.90,1958.29,2.88,448.49,18.61," 45,456.35 ",32.52," 3,295.96 ",13.91,,17.24,,6.27%,1.00,11.31,10.07%,0.28%,9.80%
1958.05,43.70,1.74,3.00,28.90,1958.37,2.92,462.90,18.47," 47,072.42 ",31.78," 3,231.52 ",14.32,,17.74,,5.98%,1.00,11.30,9.94%,0.13%,9.80%
1958.06,44.75,1.73,2.93,28.90,1958.46,2.97,474.02,18.33," 48,358.74 ",31.04," 3,166.28 ",14.64,,18.12,,5.70%,0.98,11.28,9.89%,0.25%,9.64%
1958.07,45.98,1.73,2.91,29.00,1958.54,3.20,485.37,18.26," 49,671.85 ",30.75," 3,147.25 ",14.96,,18.51,,5.23%,0.97,11.05,9.54%,0.62%,8.93%
1958.08,47.70,1.73,2.90,28.90,1958.62,3.54,505.27,18.33," 51,864.54 ",30.68," 3,149.57 ",15.54,,19.23,,4.56%,0.98,10.80,8.83%,0.92%,7.90%
1958.09,48.96,1.73,2.88,28.90,1958.71,3.76,518.62,18.33," 53,391.30 ",30.51," 3,140.66 ",15.93,,19.70,,4.18%,1.00,10.64,8.85%,1.06%,7.79%
1958.1,50.95,1.74,2.88,28.90,1958.79,3.80,539.70,18.40," 55,719.23 ",30.54," 3,153.23 ",16.56,,20.46,,3.95%,1.01,10.63,8.62%,0.96%,7.66%
1958.11,52.50,1.74,2.89,29.00,1958.87,3.74,554.20,18.40," 57,374.67 ",30.47," 3,154.70 ",16.99,,20.97,,3.97%,0.99,10.68,8.46%,0.84%,7.62%
1958.12,53.49,1.75,2.89,28.90,1958.96,3.86,566.60,18.54," 58,818.79 ",30.61," 3,177.91 ",17.36,,21.40,,3.73%,0.99,10.65,8.30%,0.64%,7.66%
1959.01,55.62,1.76,2.96,29.00,1959.04,4.02,587.13,18.54," 61,110.50 ",31.28," 3,255.85 ",17.98,,22.14,,3.45%,1.01,10.51,7.42%,0.79%,6.63%
1959.02,54.77,1.76,3.04,28.90,1959.12,3.96,580.16,18.68," 60,546.83 ",32.17," 3,356.96 ",17.76,,21.84,,3.63%,1.00,10.63,7.44%,0.56%,6.88%
1959.03,56.16,1.77,3.11,28.90,1959.21,3.99,594.88,18.75," 62,246.50 ",32.94," 3,447.05 ",18.20,,22.36,,3.46%,0.99,10.64,6.84%,0.44%,6.41%
1959.04,57.10,1.78,3.21,29.00,1959.29,4.12,602.75,18.75," 63,233.67 ",33.85," 3,551.13 ",18.43,,22.61,,3.26%,0.99,10.53,6.86%,0.64%,6.22%
1959.05,57.96,1.78,3.30,29.00,1959.37,4.31,611.83,18.83," 64,350.63 ",34.87," 3,667.55 ",18.69,,22.89,,3.04%,1.00,10.40,7.01%,0.67%,6.34%
1959.06,57.46,1.79,3.40,29.10,1959.46,4.34,604.47,18.83," 63,741.31 ",35.77," 3,771.68 ",18.45,,22.56,,3.07%,1.00,10.38,6.51%,0.51%,6.00%
1959.07,59.74,1.80,3.41,29.20,1959.54,4.40,626.30,18.84," 66,209.12 ",35.75," 3,779.26 ",19.09,,23.31,,2.95%,1.00,10.33,5.59%,0.45%,5.15%
1959.08,59.40,1.80,3.42,29.20,1959.62,4.43,622.74,18.91," 65,998.85 ",35.85," 3,799.93 ",18.96,,23.11,,2.91%,0.98,10.34,5.54%,0.46%,5.08%
1959.09,57.05,1.81,3.43,29.30,1959.71,4.68,596.06,18.91," 63,338.47 ",35.84," 3,808.08 ",18.12,,22.07,,2.90%,1.02,10.14,6.01%,0.34%,5.67%
1959.1,57.00,1.82,3.42,29.40,1959.79,4.53,593.51,18.92," 63,235.21 ",35.58," 3,790.42 ",18.02,,21.91,,3.20%,1.00,10.27,6.11%,0.27%,5.84%
1959.11,57.23,1.82,3.40,29.40,1959.87,4.53,595.91,18.99," 63,658.94 ",35.44," 3,785.64 ",18.07,,21.95,,3.14%,0.99,10.31,6.09%,0.21%,5.88%
1959.12,59.06,1.83,3.39,29.40,1959.96,4.69,614.96,19.05," 65,864.14 ",35.30," 3,780.55 ",18.62,,22.59,,2.90%,1.00,10.21,5.13%,-0.06%,5.18%
1960.01,58.03,1.87,3.39,29.30,1960.04,4.72,606.30,19.50," 65,110.42 ",35.42," 3,803.62 ",18.34,,22.22,,2.96%,1.02,10.26,5.16%,-0.16%,5.32%
1960.02,55.78,1.90,3.39,29.40,1960.12,4.49,580.81,19.82," 62,550.37 ",35.30," 3,801.47 ",17.55,,21.23,,3.47%,1.02,10.46,5.19%,0.04%,5.15%
1960.03,55.02,1.94,3.39,29.40,1960.21,4.25,572.90,20.20," 61,879.41 ",35.30," 3,812.64 ",17.29,,20.90,,3.76%,1.00,10.70,5.45%,-0.06%,5.52%
1960.04,55.73,1.94,3.35,29.50,1960.29,4.28,578.32,20.17," 62,646.98 ",34.73," 3,762.04 ",17.43,,21.06,,3.71%,1.00,10.68,4.95%,-0.28%,5.23%
1960.05,55.22,1.95,3.30,29.50,1960.37,4.35,573.03,20.20," 62,256.04 ",34.28," 3,724.23 ",17.26,,20.83,,3.66%,1.02,10.65,3.75%,-0.59%,4.33%
